timestamp,lastPrice
2020-12-07 00:00:00.896360084+00:00,19393.5
2020-12-07 00:00:00.972118508+00:00,19394.0
2020-12-07 00:00:01.027874441+00:00,19393.5
2020-12-07 00:00:02.276268047+00:00,19394.0
2020-12-07 00:00:03.168057925+00:00,19395.0
2020-12-07 00:00:03.295039144+00:00,19396.5
2020-12-07 00:00:03.359403912+00:00,19397.0
2020-12-07 00:00:03.731226269+00:00,19397.5
2020-12-07 00:00:03.855161024+00:00,19398.0
2020-12-07 00:00:03.981467525+00:00,19401.0
2020-12-07 00:00:04.195705471+00:00,19400.5
2020-12-07 00:00:04.837277909+00:00,19401.0
2020-12-07 00:00:05.068033693+00:00,19400.5
2020-12-07 00:00:05.372159610+00:00,19401.5
2020-12-07 00:00:05.386300724+00:00,19402.0
2020-12-07 00:00:05.404998760+00:00,19402.5
2020-12-07 00:00:05.568509160+00:00,19402.0
2020-12-07 00:00:06.187233594+00:00,19402.5
2020-12-07 00:00:06.195427988+00:00,19402.0
2020-12-07 00:00:06.237062896+00:00,19402.5
2020-12-07 00:00:06.302283851+00:00,19402.0
2020-12-07 00:00:06.308771559+00:00,19402.5
2020-12-07 00:00:06.351612278+00:00,19402.0
2020-12-07 00:00:06.896334054+00:00,19402.5
2020-12-07 00:00:06.965269199+00:00,19403.0
2020-12-07 00:00:07.114255958+00:00,19403.5
2020-12-07 00:00:07.341344788+00:00,19403.0
2020-12-07 00:00:07.413387449+00:00,19403.5
2020-12-07 00:00:07.427931458+00:00,19403.0
2020-12-07 00:00:07.639900893+00:00,19403.5
2020-12-07 00:00:07.665541388+00:00,19403.0
2020-12-07 00:00:07.760298213+00:00,19403.5
2020-12-07 00:00:08.642427109+00:00,19409.0
2020-12-07 00:00:08.791643595+00:00,19408.5
2020-12-07 00:00:09.340715254+00:00,19409.0
2020-12-07 00:00:09.463486669+00:00,19408.5
2020-12-07 00:00:09.590407683+00:00,19409.0
2020-12-07 00:00:09.696736338+00:00,19408.5
2020-12-07 00:00:10.241911453+00:00,19409.0
2020-12-07 00:00:11.051183300+00:00,19408.5
2020-12-07 00:00:11.100681624+00:00,19409.0
2020-12-07 00:00:11.122449336+00:00,19408.5
2020-12-07 00:00:11.158682122+00:00,19409.0
2020-12-07 00:00:11.179490309+00:00,19408.5
2020-12-07 00:00:11.785786326+00:00,19409.0
2020-12-07 00:00:12.544591780+00:00,19408.5
2020-12-07 00:00:12.752459893+00:00,19409.0
2020-12-07 00:00:12.792094991+00:00,19408.5
2020-12-07 00:00:12.865233722+00:00,19409.0
2020-12-07 00:00:12.896205451+00:00,19408.5
2020-12-07 00:00:13.622769186+00:00,19411.5
2020-12-07 00:00:13.724699346+00:00,19412.0
2020-12-07 00:00:14.067838435+00:00,19411.5
2020-12-07 00:00:14.103220705+00:00,19412.0
2020-12-07 00:00:14.140644642+00:00,19411.5
2020-12-07 00:00:14.144523735+00:00,19412.0
2020-12-07 00:00:14.402875485+00:00,19411.5
2020-12-07 00:00:14.442474366+00:00,19412.0
2020-12-07 00:00:14.446567954+00:00,19411.5
2020-12-07 00:00:14.753001817+00:00,19412.0
2020-12-07 00:00:14.765947246+00:00,19411.5
2020-12-07 00:00:15.527847360+00:00,19412.0
2020-12-07 00:00:15.542796029+00:00,19411.5
2020-12-07 00:00:15.968136715+00:00,19412.0
2020-12-07 00:00:16.029867563+00:00,19411.5
2020-12-07 00:00:16.049272610+00:00,19412.0
2020-12-07 00:00:16.167722753+00:00,19411.5
2020-12-07 00:00:16.313110221+00:00,19412.0
2020-12-07 00:00:16.531635021+00:00,19411.5
2020-12-07 00:00:16.547439590+00:00,19415.5
2020-12-07 00:00:16.558357393+00:00,19411.5
2020-12-07 00:00:16.583567326+00:00,19412.5
2020-12-07 00:00:16.782563776+00:00,19416.0
2020-12-07 00:00:16.953262485+00:00,19415.5
2020-12-07 00:00:17.130340511+00:00,19416.0
2020-12-07 00:00:17.252733467+00:00,19415.5
2020-12-07 00:00:17.284753288+00:00,19416.5
2020-12-07 00:00:17.296342633+00:00,19417.0
2020-12-07 00:00:17.311037538+00:00,19416.5
2020-12-07 00:00:17.359195080+00:00,19417.0
2020-12-07 00:00:17.373361154+00:00,19418.0
2020-12-07 00:00:17.442882218+00:00,19417.5
2020-12-07 00:00:17.480602027+00:00,19419.0
2020-12-07 00:00:17.500339352+00:00,19419.5
2020-12-07 00:00:17.562819872+00:00,19420.0
2020-12-07 00:00:17.680761515+00:00,19419.5
2020-12-07 00:00:17.857976082+00:00,19420.0
2020-12-07 00:00:17.963899120+00:00,19419.5
2020-12-07 00:00:17.978363301+00:00,19420.0
2020-12-07 00:00:17.979974024+00:00,19419.5
2020-12-07 00:00:18.902948691+00:00,19420.0
2020-12-07 00:00:19.067377495+00:00,19419.5
2020-12-07 00:00:19.080488182+00:00,19420.0
2020-12-07 00:00:19.204204942+00:00,19419.5
2020-12-07 00:00:19.255831189+00:00,19423.0
2020-12-07 00:00:19.303329193+00:00,19423.5
2020-12-07 00:00:19.343153964+00:00,19424.5
2020-12-07 00:00:19.479977760+00:00,19424.0
2020-12-07 00:00:19.561918050+00:00,19424.5
2020-12-07 00:00:19.774530876+00:00,19424.0
2020-12-07 00:00:19.830569116+00:00,19424.5
2020-12-07 00:00:19.852786337+00:00,19424.0
2020-12-07 00:00:19.954928342+00:00,19424.5
